date,station,daily_rainfall_total,mean_temperature,maximum_temperature,minimum_temperature,mean_wind_speed,max_wind_speed
2011-03-15,Admiralty,15.4,26.0,32.6,23.4,7.3,44.6
2011-03-16,Admiralty,7.0,26.8,31.2,24.3,7.7,46.8
2011-03-17,Admiralty,1.8,25.5,27.6,22.2,7.1,40.3
2011-03-18,Admiralty,0.0,27.1,30.6,24.7,10.0,34.6
2011-03-19,Admiralty,4.2,26.7,30.9,25.1,7.7,33.8
2011-03-20,Admiralty,15.4,26.3,31.1,24.3,5.2,30.2
2011-03-21,Admiralty,10.6,27.1,31.7,24.6,5.7,30.6
2011-03-22,Admiralty,0.8,25.4,26.7,23.2,8.6,38.9
2011-03-23,Admiralty,0.4,27.3,33.0,24.8,7.7,31.0
2011-03-24,Admiralty,0.4,27.8,32.1,24.9,8.3,42.8
2011-03-25,Admiralty,0.0,28.7,31.8,25.7,9.3,39.6
2011-03-26,Admiralty,0.0,28.6,31.2,26.2,12.5,49.3
2011-03-27,Admiralty,7.0,27.9,34.7,25.1,7.4,29.5
2011-03-28,Admiralty,1.2,27.2,32.3,25.0,8.9,35.3
2011-03-29,Admiralty,0.0,28.4,32.2,24.8,9.0,39.6
2011-03-30,Admiralty,0.0,28.6,32.5,25.0,12.0,54.7
2011-03-31,Admiralty,0.0,27.7,32.0,25.5,8.2,34.6
2011-05-01,Admiralty,4.2,27.1,30.3,25.4,4.7,15.1
2011-05-02,Admiralty,0.2,25.9,27.1,24.3,7.6,40.0
2011-05-03,Admiralty,7.0,27.8,34.5,25.0,6.2,42.5
2011-05-04,Admiralty,6.2,27.3,33.4,25.2,5.7,32.8
2011-05-05,Admiralty,0.0,28.4,33.7,25.4,7.8,37.8
2011-05-06,Admiralty,0.0,29.7,35.5,26.0,6.5,23.8
2011-05-07,Admiralty,0.0,30.1,34.7,27.2,8.3,30.6
2011-05-08,Admiralty,0.0,30.4,34.2,26.4,7.8,35.3
2011-05-09,Admiralty,0.0,30.6,34.1,28.3,7.9,28.1
2011-05-10,Admiralty,0.0,29.6,32.8,25.6,6.2,35.3
2011-05-11,Admiralty,5.4,29.4,33.8,27.1,7.4,34.2
2011-05-12,Admiralty,22.2,27.4,29.8,25.2,6.8,26.6
2011-05-13,Admiralty,0.4,28.1,34.8,25.9,5.8,38.2
2011-05-14,Admiralty,3.0,28.0,31.1,26.3,5.5,32.8
2011-05-15,Admiralty,0.0,28.7,33.7,25.3,7.2,27.7
2011-05-16,Admiralty,0.4,27.8,32.6,25.7,5.9,31.3
2011-05-17,Admiralty,27.0,27.5,33.1,25.4,4.9,41.8
2011-05-18,Admiralty,0.0,27.4,33.7,25.1,5.5,31.3
2011-05-19,Admiralty,16.2,27.3,31.8,25.2,5.8,37.8
2011-05-20,Admiralty,54.2,27.4,33.4,22.4,4.8,45.4
2011-05-21,Admiralty,1.0,27.1,29.5,25.0,4.6,32.4
2011-05-22,Admiralty,3.0,28.7,32.3,25.9,6.5,28.4
2011-05-23,Admiralty,0.2,29.1,33.3,24.5,6.5,34.9
2011-05-24,Admiralty,0.0,28.9,33.4,25.5,6.0,24.1
2011-05-25,Admiralty,2.2,28.0,31.1,25.2,7.6,29.9
2011-05-26,Admiralty,0.0,28.2,33.1,25.0,6.8,33.8
2011-05-27,Admiralty,0.0,28.0,30.2,26.1,7.2,33.1
2011-05-28,Admiralty,0.0,28.6,32.1,26.5,6.7,29.9
2011-05-29,Admiralty,0.0,28.1,31.4,26.2,4.6,25.2
2011-05-30,Admiralty,0.0,28.8,31.6,25.9,5.8,30.2
2011-05-31,Admiralty,0.2,27.8,33.3,25.7,6.2,41.4
2011-06-01,Admiralty,0.8,26.9,32.8,25.1,5.3,28.1
2011-06-02,Admiralty,2.4,27.5,33.3,24.7,5.3,34.9
2011-06-03,Admiralty,0.0,28.3,32.4,25.9,5.3,27.4
2011-06-04,Admiralty,0.6,28.3,31.9,26.3,5.7,28.8
2011-06-05,Admiralty,30.6,26.2,28.1,23.9,4.5,34.6
2011-06-06,Admiralty,0.4,26.4,28.8,24.4,5.9,41.0
2011-06-07,Admiralty,0.0,29.2,33.0,25.8,5.3,29.9
2011-06-08,Admiralty,11.2,29.4,33.6,24.3,6.3,34.9
2011-06-09,Admiralty,0.0,26.8,29.4,23.3,5.2,38.2
2011-06-10,Admiralty,0.0,29.0,32.3,26.8,5.9,23.4
2011-06-11,Admiralty,0.6,26.9,29.2,24.9,5.5,25.9
2011-06-12,Admiralty,0.8,27.9,32.9,25.2,5.7,29.2
2011-06-13,Admiralty,12.2,27.3,31.2,24.4,5.6,41.8
2011-06-14,Admiralty,0.0,28.0,31.0,25.4,5.4,24.5
2011-06-15,Admiralty,5.2,29.0,33.4,26.1,5.6,24.5
2011-06-16,Admiralty,0.0,27.4,32.2,22.3,9.2,48.6
2011-06-17,Admiralty,15.8,28.8,31.5,26.8,7.1,26.3
2011-06-18,Admiralty,0.0,27.1,29.2,22.7,6.4,60.8
2011-06-19,Admiralty,0.0,28.8,32.1,26.1,7.0,32.4
2011-06-20,Admiralty,0.0,29.2,32.4,27.0,6.5,25.9
2011-06-21,Admiralty,0.0,29.4,33.2,27.4,6.3,23.8
2011-06-22,Admiralty,30.0,29.2,32.4,27.4,6.1,27.4
2011-06-23,Admiralty,0.0,27.1,30.2,23.1,6.8,41.4
2011-06-24,Admiralty,0.0,29.1,32.8,26.5,6.8,24.8
2011-06-25,Admiralty,0.4,28.4,30.3,25.7,6.5,42.8
2011-06-26,Admiralty,0.0,28.8,31.9,27.2,6.9,36.7
2011-06-27,Admiralty,0.2,28.9,32.2,26.5,5.1,29.5
2011-06-28,Admiralty,0.0,28.4,30.5,26.0,5.8,45.7
2011-06-29,Admiralty,7.2,27.6,31.5,25.8,6.4,39.6
2011-06-30,Admiralty,10.2,25.3,26.7,23.4,5.6,26.3
2011-07-01,Admiralty,0.0,28.1,32.0,24.2,6.9,27.7
2011-07-02,Admiralty,0.0,28.7,33.2,26.6,6.7,26.3
2011-07-03,Admiralty,1.8,27.6,32.1,25.7,5.5,22.7
2011-07-04,Admiralty,0.0,28.4,32.6,24.3,6.6,25.9
2011-07-05,Admiralty,5.4,29.2,32.7,24.7,7.8,28.1
2011-07-06,Admiralty,0.0,29.3,33.5,27.2,9.2,29.9
2011-07-07,Admiralty,0.0,29.2,33.0,27.3,7.1,22.0
2011-07-08,Admiralty,0.0,29.0,32.5,25.8,6.5,26.3
2011-07-09,Admiralty,0.0,29.1,32.3,26.9,6.4,30.2
2011-07-10,Admiralty,0.6,28.2,33.0,25.7,6.1,50.4
2011-07-11,Admiralty,18.4,28.7,32.3,25.3,5.7,25.6
2011-07-12,Admiralty,0.0,27.6,31.2,23.0,7.9,50.4
2011-07-13,Admiralty,0.0,29.4,32.8,26.7,6.5,28.4
2011-07-14,Admiralty,0.0,29.3,32.5,27.4,7.7,28.1
2011-07-15,Admiralty,16.4,26.8,30.0,23.5,6.8,38.5
2011-07-16,Admiralty,0.0,26.6,30.6,23.3,9.1,33.5
2011-07-17,Admiralty,0.0,28.8,32.5,26.3,6.3,30.2
2011-07-18,Admiralty,0.0,29.0,32.4,26.6,6.4,25.9
2011-07-19,Admiralty,0.0,29.1,32.5,26.7,7.6,31.3
2011-07-20,Admiralty,0.0,29.2,32.7,26.9,7.0,27.4
2011-07-21,Admiralty,0.0,29.1,32.9,26.7,6.5,24.1
2011-07-22,Admiralty,0.8,27.0,30.1,23.4,8.3,59.8
2011-07-23,Admiralty,0.0,28.3,32.4,24.3,5.8,25.6
2011-07-24,Admiralty,13.4,29.1,33.1,26.6,6.9,29.5
2011-07-25,Admiralty,0.0,27.5,30.8,22.6,6.7,40.0
2011-07-26,Admiralty,0.0,28.5,31.8,26.0,6.2,24.8
2011-07-27,Admiralty,6.8,28.1,32.0,22.7,6.6,49.7
2011-07-28,Admiralty,0.2,28.5,31.9,26.6,8.0,33.8
2011-07-29,Admiralty,0.0,29.0,32.1,26.9,7.4,35.3
2011-07-30,Admiralty,0.0,29.0,31.9,27.1,9.6,32.4
2011-07-31,Admiralty,0.0,28.8,31.4,27.1,9.7,33.8
2011-08-01,Admiralty,0.0,28.9,32.6,26.7,9.3,32.8
2011-08-02,Admiralty,0.0,29.2,32.8,26.8,7.0,27.7
2011-08-03,Admiralty,9.6,28.1,31.6,24.1,6.9,48.2
2011-08-04,Admiralty,18.4,25.7,27.7,23.9,6.5,27.7
2011-08-05,Admiralty,0.0,27.9,32.0,24.6,8.2,28.8
2011-08-06,Admiralty,0.0,28.8,33.8,26.7,7.9,31.7
2011-08-07,Admiralty,16.4,26.1,27.9,22.4,8.5,49.3
2011-08-08,Admiralty,0.0,28.4,32.4,24.9,5.4,28.8
2011-08-09,Admiralty,0.0,28.9,32.6,27.0,8.7,33.1
2011-08-10,Admiralty,0.0,28.6,33.5,26.7,7.3,29.5
2011-08-11,Admiralty,0.0,28.6,32.8,25.0,6.2,26.6
2011-08-12,Admiralty,0.0,28.8,33.8,26.6,10.6,44.6
2011-08-13,Admiralty,0.0,28.0,32.6,25.0,8.7,42.8
2011-08-14,Admiralty,38.6,27.5,32.7,23.3,6.3,42.1
2011-08-15,Admiralty,34.6,25.4,27.4,23.2,6.1,33.8
2011-08-16,Admiralty,0.0,27.5,33.0,23.8,7.3,34.9
2011-08-17,Admiralty,6.0,27.9,32.4,25.5,5.5,32.4
2011-08-18,Admiralty,0.0,28.0,33.4,24.5,6.9,33.5
2011-08-19,Admiralty,0.0,28.8,32.6,25.4,8.1,39.6
2011-08-20,Admiralty,2.0,27.3,31.0,25.1,8.7,32.4
2011-08-21,Admiralty,0.0,28.1,32.0,24.5,7.2,29.9
2011-08-22,Admiralty,0.0,28.4,32.4,26.8,6.7,40.0
2011-08-23,Admiralty,1.6,27.9,31.2,25.4,6.6,38.2
2011-08-24,Admiralty,0.0,29.0,33.0,26.1,7.0,28.1
2011-08-25,Admiralty,28.8,27.9,30.2,25.8,6.9,42.5
2011-08-26,Admiralty,0.8,25.9,28.1,23.6,6.1,33.1
2011-08-27,Admiralty,5.8,25.3,27.6,24.4,6.4,38.5
2011-08-28,Admiralty,0.0,27.9,31.5,25.3,6.4,26.3
2011-08-29,Admiralty,9.4,26.4,29.2,23.2,5.9,45.0
2011-08-30,Admiralty,0.0,27.1,30.9,25.1,6.9,38.5
2011-08-31,Admiralty,0.0,27.9,31.7,24.6,6.5,27.7
2011-09-01,Admiralty,0.0,28.9,32.4,25.9,8.0,36.0
2011-09-02,Admiralty,0.0,29.0,32.6,25.5,7.9,34.6
2011-09-03,Admiralty,5.2,28.0,31.3,25.0,5.7,29.5
2011-09-04,Admiralty,0.0,28.5,32.1,25.8,8.1,35.6
2011-09-05,Admiralty,0.0,28.7,31.9,26.2,6.4,36.0
2011-09-06,Admiralty,0.0,28.9,33.3,25.1,8.4,33.5
2011-09-07,Admiralty,0.0,28.5,32.6,26.0,6.6,29.9
2011-09-08,Admiralty,0.0,28.1,31.2,25.3,6.4,35.3
2011-09-09,Admiralty,0.0,28.8,31.3,27.2,9.1,31.3
2011-09-10,Admiralty,3.0,26.6,31.4,23.8,8.8,58.7
2011-09-11,Admiralty,0.4,27.1,30.3,23.5,6.5,36.4
2011-09-12,Admiralty,0.0,28.3,31.8,25.6,5.0,23.4
2011-09-13,Admiralty,4.2,28.5,33.0,25.6,10.8,39.6
2011-09-14,Admiralty,22.0,27.1,31.7,22.8,7.0,48.6
2011-09-15,Admiralty,0.0,27.4,31.5,24.6,6.1,23.8
2011-09-16,Admiralty,0.0,27.8,31.3,24.7,6.7,28.1
2011-09-17,Admiralty,6.2,26.9,30.9,25.0,4.4,33.1
2011-09-18,Admiralty,37.4,26.1,31.4,23.8,5.4,43.9
2011-09-19,Admiralty,3.8,26.5,30.1,24.2,6.5,27.0
2011-09-20,Admiralty,49.2,25.8,28.1,23.5,5.5,39.6
2011-09-21,Admiralty,10.4,26.6,31.1,24.2,6.0,33.1
2011-09-22,Admiralty,8.0,25.4,27.7,22.3,7.5,43.6
2011-09-23,Admiralty,0.0,28.4,33.0,24.8,6.1,25.2
2011-09-24,Admiralty,0.0,28.8,32.7,26.8,6.4,27.0
2011-09-25,Admiralty,42.6,28.9,33.4,25.1,5.3,24.5
2011-09-26,Admiralty,0.0,26.8,30.3,22.0,8.3,46.1
2011-09-27,Admiralty,5.8,27.9,31.3,25.3,6.8,62.6
2011-09-28,Admiralty,2.2,27.7,32.5,22.1,8.2,60.8
2011-09-29,Admiralty,7.8,28.8,32.4,23.9,6.6,38.2
2011-09-30,Admiralty,3.0,27.2,31.4,22.4,10.0,63.7
2011-10-01,Admiralty,24.8,27.8,31.3,24.1,4.5,25.2
2011-10-02,Admiralty,0.0,27.4,32.5,23.0,6.6,40.3
2011-10-03,Admiralty,46.4,29.1,33.2,25.4,5.1,22.0
2011-10-04,Admiralty,15.8,25.1,28.3,22.2,6.6,53.6
2011-10-05,Admiralty,0.0,26.9,30.6,24.1,6.4,39.6
2011-10-06,Admiralty,5.2,27.4,32.3,24.8,6.9,25.6
2011-10-07,Admiralty,104.4,26.6,31.7,24.1,6.7,32.0
2011-10-08,Admiralty,23.6,26.6,29.9,24.5,6.1,37.8
2011-10-09,Admiralty,0.0,26.8,30.4,22.9,8.6,40.3
2011-10-10,Admiralty,2.0,27.6,31.4,24.5,6.0,29.2
2011-10-11,Admiralty,15.2,25.8,27.1,23.5,6.3,44.3
2011-10-12,Admiralty,0.2,26.0,30.1,24.5,5.4,39.6
2011-10-13,Admiralty,0.0,28.1,32.8,24.4,6.4,23.4
2011-10-14,Admiralty,0.0,28.6,33.3,26.0,8.3,30.6
2011-10-15,Admiralty,0.0,28.9,32.8,25.7,9.6,36.0
2011-10-16,Admiralty,0.0,28.7,31.8,26.3,10.5,28.8
2011-10-17,Admiralty,1.0,28.3,31.5,26.7,10.6,33.1
2011-10-18,Admiralty,12.4,26.9,31.6,24.8,6.9,32.4
2011-10-19,Admiralty,11.0,26.1,31.6,23.9,5.5,39.2
2011-10-20,Admiralty,2.4,25.6,31.5,23.5,7.4,27.4
2011-10-21,Admiralty,30.2,26.0,30.5,23.5,6.0,25.9
2011-10-22,Admiralty,15.2,26.3,32.0,24.4,5.3,25.6
2011-10-23,Admiralty,1.6,27.2,29.9,24.8,8.4,29.2
2011-10-24,Admiralty,1.8,28.1,31.9,25.6,8.9,33.1
2011-10-25,Admiralty,8.2,27.2,31.8,25.0,5.2,31.3
2011-10-26,Admiralty,11.4,26.3,31.5,24.3,6.1,28.8
2011-10-27,Admiralty,30.6,25.6,31.3,24.0,5.4,21.6
2011-10-28,Admiralty,6.8,27.1,31.2,24.2,5.9,26.3
2011-10-29,Admiralty,7.2,27.3,30.6,23.8,8.2,33.1
2011-10-30,Admiralty,0.0,28.4,32.5,25.0,8.4,36.7
2011-10-31,Admiralty,78.2,26.2,30.6,23.4,5.9,39.2
2011-11-01,Admiralty,0.0,27.0,32.7,24.6,7.3,50.8
2011-11-02,Admiralty,3.8,26.4,29.9,24.3,6.8,44.6
2011-11-03,Admiralty,3.8,26.5,29.3,24.9,6.8,23.4
2011-11-04,Admiralty,0.6,25.8,27.6,23.6,8.5,37.1
2011-11-05,Admiralty,13.8,27.4,30.4,24.8,7.0,31.7
2011-11-06,Admiralty,0.2,27.1,29.6,24.2,6.3,27.0
2011-11-07,Admiralty,0.0,28.0,31.6,24.8,10.4,43.2
2011-11-08,Admiralty,2.8,27.2,28.8,25.6,7.9,32.4
2011-11-09,Admiralty,0.2,27.8,31.1,25.3,9.0,39.6
2011-11-10,Admiralty,2.4,28.2,34.4,25.2,7.0,27.7
2011-11-11,Admiralty,5.4,27.3,32.3,25.3,7.4,29.5
2011-11-12,Admiralty,12.8,25.5,30.8,23.1,6.7,33.8
2011-11-13,Admiralty,55.8,26.2,33.3,22.7,6.2,37.1
2011-11-14,Admiralty,10.0,26.2,32.8,23.8,7.2,38.2
2011-11-15,Admiralty,0.4,26.9,31.4,24.4,8.6,27.0
2011-11-16,Admiralty,1.0,26.8,31.9,24.6,6.5,28.4
2011-11-17,Admiralty,13.0,27.3,34.5,23.9,7.0,48.6
2011-11-18,Admiralty,1.2,26.1,30.1,24.2,5.4,24.8
2011-11-19,Admiralty,12.4,27.2,33.4,24.1,6.0,43.9
2011-11-20,Admiralty,11.0,26.4,31.3,23.7,7.5,31.3
2011-11-21,Admiralty,0.0,26.9,31.0,24.3,7.5,31.3
2011-11-22,Admiralty,0.0,27.3,30.8,24.9,8.7,33.5
2011-11-23,Admiralty,47.0,25.8,30.2,23.5,6.7,26.6
2011-11-24,Admiralty,6.2,26.4,31.2,24.3,8.3,32.8
2011-11-25,Admiralty,0.0,27.4,31.4,25.3,9.3,33.1
2011-11-26,Admiralty,9.4,26.8,30.6,25.4,7.4,33.8
2011-11-27,Admiralty,6.4,27.1,32.4,25.5,6.5,34.9
2011-11-28,Admiralty,17.2,26.6,32.9,24.8,5.4,34.6
2011-11-29,Admiralty,38.2,26.4,32.8,24.2,6.2,33.8
2011-11-30,Admiralty,13.6,26.9,31.5,25.0,7.8,39.2
2011-12-01,Admiralty,6.0,26.5,28.8,24.8,9.4,34.9
2011-12-02,Admiralty,6.2,25.4,26.6,23.7,6.4,25.6
2011-12-03,Admiralty,43.4,25.9,33.1,22.6,8.0,39.6
2011-12-04,Admiralty,20.8,26.2,32.2,24.0,5.9,32.4
2011-12-05,Admiralty,0.0,25.9,29.1,23.5,8.3,23.8
2011-12-06,Admiralty,4.6,27.7,33.6,24.4,6.9,23.8
2011-12-07,Admiralty,4.6,26.8,32.9,24.7,7.3,25.6
2011-12-08,Admiralty,21.0,26.7,32.3,23.8,8.0,38.5
2011-12-09,Admiralty,3.6,26.6,32.1,24.4,7.5,30.2
2011-12-10,Admiralty,0.2,27.2,30.4,24.9,10.8,36.4
2011-12-11,Admiralty,3.0,25.0,26.6,22.9,7.2,27.7
2011-12-12,Admiralty,10.6,25.5,29.5,23.4,7.4,24.1
2011-12-13,Admiralty,0.2,26.7,30.6,24.6,11.7,40.3
2011-12-14,Admiralty,3.4,27.1,31.2,24.9,7.5,41.0
2011-12-15,Admiralty,0.2,27.3,30.5,25.3,7.1,36.4
2011-12-16,Admiralty,18.0,26.8,30.9,24.9,7.9,36.0
2011-12-17,Admiralty,25.4,25.7,28.4,24.3,9.3,52.2
2011-12-18,Admiralty,45.8,25.3,28.3,24.1,8.0,47.9
2011-12-19,Admiralty,54.8,24.6,26.1,23.9,9.2,29.5
2011-12-20,Admiralty,5.2,25.7,27.7,24.1,8.6,34.2
2011-12-21,Admiralty,0.2,26.6,29.1,24.4,8.2,29.2
2011-12-22,Admiralty,1.4,25.2,26.5,24.4,6.9,27.4
2011-12-23,Admiralty,47.2,25.3,28.0,24.2,7.3,35.6
2011-12-24,Admiralty,12.0,25.6,27.4,24.8,8.4,42.1
2011-12-25,Admiralty,3.0,25.6,27.7,24.0,13.1,45.4
2011-12-26,Admiralty,0.0,26.4,28.7,25.1,14.6,41.8
2011-12-27,Admiralty,4.8,26.5,30.5,25.0,11.8,40.3
2011-12-28,Admiralty,2.8,25.5,27.0,24.5,9.1,35.3
2011-12-29,Admiralty,0.0,25.5,27.8,24.2,9.2,32.4
2011-12-30,Admiralty,0.0,26.6,30.4,24.2,10.4,31.7
2011-12-31,Admiralty,0.0,27.8,33.7,24.5,9.1,26.3
2012-02-01,Admiralty,0.0,26.8,29.8,24.8,12.9,40.7
2012-02-02,Admiralty,17.2,25.3,29.7,23.5,9.4,35.3
2012-02-03,Admiralty,0.4,24.9,27.2,24.2,7.4,26.3
2012-02-04,Admiralty,0.2,25.9,28.4,23.7,12.5,40.0
2012-02-05,Admiralty,0.8,26.9,30.6,24.5,10.1,31.7
2012-02-06,Admiralty,0.4,26.9,31.6,24.6,9.5,36.0
2012-02-07,Admiralty,0.0,27.1,32.0,24.1,9.1,36.4
2012-02-08,Admiralty,0.0,27.3,32.4,23.8,10.2,30.6
2012-02-09,Admiralty,0.0,26.7,31.5,23.6,11.3,32.0
2012-02-10,Admiralty,0.0,27.1,31.5,24.1,13.3,39.2
2012-02-11,Admiralty,0.0,27.4,32.2,24.7,12.8,43.6
2012-02-12,Admiralty,1.4,27.2,31.2,25.1,12.3,34.6
2012-02-13,Admiralty,0.4,26.5,29.8,24.9,11.8,36.4
2012-02-14,Admiralty,0.0,27.3,31.5,24.8,9.9,30.2
2012-02-15,Admiralty,0.4,26.8,33.4,24.4,7.5,41.0
2012-02-16,Admiralty,4.2,27.2,33.0,24.4,8.2,40.0
2012-02-17,Admiralty,46.8,26.6,33.5,22.9,6.5,36.0
2012-02-18,Admiralty,24.2,25.1,28.2,23.0,7.5,45.7
2012-02-19,Admiralty,0.2,25.9,31.4,22.2,7.4,36.4
2012-02-20,Admiralty,16.4,26.2,30.8,24.5,9.6,29.9
2012-02-21,Admiralty,0.0,26.5,29.4,24.7,9.5,31.0
2012-02-22,Admiralty,0.0,27.1,31.4,24.7,10.2,32.4
2012-02-23,Admiralty,0.0,28.1,32.9,25.3,10.2,29.2
2012-02-24,Admiralty,0.0,28.1,32.6,25.6,10.4,34.6
2012-02-25,Admiralty,0.0,27.9,33.5,25.3,9.2,29.2
2012-02-26,Admiralty,0.4,27.5,32.2,25.4,9.2,32.4
2012-02-27,Admiralty,0.0,27.4,30.9,25.4,7.4,27.0
2012-02-28,Admiralty,0.0,27.8,33.1,24.7,9.9,37.1
2012-02-29,Admiralty,0.0,27.1,32.2,25.2,9.0,34.6
2012-03-01,Admiralty,9.2,26.4,32.6,24.3,6.3,54.0
2012-03-02,Admiralty,8.6,25.2,28.2,23.8,6.3,32.8
2012-03-03,Admiralty,0.2,26.9,30.9,24.2,6.3,27.4
2012-03-04,Admiralty,0.4,28.1,33.4,25.5,6.5,22.7
2012-03-05,Admiralty,11.6,25.5,28.3,21.6,6.9,55.1
2012-03-06,Admiralty,0.8,27.8,32.3,24.7,7.0,27.7
2012-03-07,Admiralty,11.8,27.3,31.6,25.4,5.6,40.7
2012-03-08,Admiralty,37.6,26.8,30.6,24.0,9.8,35.3
2012-03-09,Admiralty,0.0,26.5,29.4,23.3,6.9,50.8
2012-03-10,Admiralty,4.2,27.4,31.7,24.9,7.6,25.2
2012-03-11,Admiralty,10.6,26.4,30.7,24.3,8.9,46.8
2012-03-12,Admiralty,0.0,25.3,27.0,24.4,12.4,40.3
2012-03-13,Admiralty,26.0,26.1,30.5,24.1,8.5,41.0
2012-03-14,Admiralty,11.8,24.4,26.0,23.1,6.6,27.0
2012-03-15,Admiralty,0.0,26.4,30.1,24.1,8.9,34.9
2012-03-16,Admiralty,0.0,28.0,32.5,24.9,9.0,31.3
2012-03-17,Admiralty,2.4,27.7,32.4,24.7,7.0,24.1
2012-03-18,Admiralty,14.2,26.8,32.0,23.5,6.8,42.1
2012-03-19,Admiralty,0.8,27.5,30.9,25.1,6.3,15.5
2012-03-20,Admiralty,0.0,27.8,30.8,25.4,6.8,19.8
2012-03-21,Admiralty,66.8,27.4,33.1,21.9,8.0,86.8
2012-03-22,Admiralty,0.0,27.5,32.9,25.1,7.0,35.3
2012-03-23,Admiralty,0.0,27.6,34.3,24.9,7.3,31.0
2012-03-24,Admiralty,0.0,27.7,33.3,24.6,7.2,29.2
2012-03-25,Admiralty,18.0,26.8,32.8,23.0,8.7,51.8
2012-03-26,Admiralty,2.4,27.0,30.7,24.9,7.9,40.0
2012-03-27,Admiralty,6.6,27.3,32.4,24.3,6.4,31.7
2012-03-28,Admiralty,0.0,27.0,30.6,25.5,5.3,32.0
2012-03-29,Admiralty,0.0,27.3,33.7,25.2,7.0,32.0
2012-03-30,Admiralty,25.2,26.8,30.3,24.9,7.0,29.5
2012-03-31,Admiralty,5.2,25.7,28.7,23.1,11.7,39.6
2012-04-01,Admiralty,13.4,28.4,33.2,24.8,7.5,31.3
2012-04-02,Admiralty,2.8,27.1,30.2,22.8,8.0,45.7
2012-04-03,Admiralty,7.0,27.8,31.3,25.7,5.3,28.4
2012-04-04,Admiralty,3.0,27.2,32.9,23.2,8.8,41.8
2012-04-05,Admiralty,5.8,27.5,33.3,24.9,6.5,25.6
2012-04-06,Admiralty,33.2,26.2,30.2,23.2,5.3,40.0
2012-04-07,Admiralty,40.0,26.4,33.0,24.1,5.2,43.6
2012-04-08,Admiralty,17.4,26.7,31.6,24.8,6.3,31.3
2012-04-09,Admiralty,21.2,26.1,30.3,24.2,6.5,35.3
2012-04-10,Admiralty,93.0,26.1,34.4,22.4,6.9,72.4
2012-04-11,Admiralty,0.2,26.7,30.9,24.1,6.0,26.3
2012-04-12,Admiralty,12.8,27.4,30.5,23.3,4.8,45.0
2012-04-13,Admiralty,0.0,29.1,33.9,25.2,5.8,21.2
2012-04-14,Admiralty,32.4,26.9,32.4,23.6,6.4,43.9
2012-04-15,Admiralty,0.0,27.7,32.4,23.9,6.1,22.0
2012-04-16,Admiralty,2.6,27.2,34.2,25.4,5.5,29.9
2012-04-17,Admiralty,0.0,27.4,31.9,24.8,5.9,25.9
2012-04-18,Admiralty,30.8,28.3,33.5,23.7,5.4,31.3
2012-04-19,Admiralty,0.6,26.3,31.5,24.5,5.9,23.0
2012-04-20,Admiralty,7.0,28.6,32.4,25.1,6.7,25.6
2012-04-21,Admiralty,10.4,26.7,29.4,24.4,10.8,40.3
2012-04-22,Admiralty,0.6,28.2,33.4,24.5,6.8,38.5
2012-04-23,Admiralty,0.4,27.9,33.9,24.9,5.4,25.2
2012-04-24,Admiralty,0.0,26.9,31.0,25.3,7.0,25.2
2012-04-25,Admiralty,0.0,28.4,32.6,26.0,6.4,28.1
2012-04-26,Admiralty,3.4,28.9,31.9,26.6,10.1,38.5
2012-04-27,Admiralty,0.0,29.3,33.5,24.7,7.0,39.6
2012-04-28,Admiralty,0.0,29.2,32.9,26.8,5.8,27.4
2012-04-29,Admiralty,0.0,28.6,33.2,26.6,5.4,28.1
2012-04-30,Admiralty,1.4,28.2,33.4,25.1,6.6,37.4
2012-05-01,Admiralty,20.6,27.6,33.4,25.0,5.6,29.5
2012-05-02,Admiralty,6.4,26.7,29.8,24.5,6.7,32.0
2012-05-03,Admiralty,0.0,28.4,31.8,25.7,8.7,25.2
2012-05-04,Admiralty,131.4,29.0,31.9,26.7,6.3,27.0
2012-05-05,Admiralty,0.4,26.7,30.4,21.9,8.0,75.2
2012-05-06,Admiralty,36.0,26.4,32.9,22.8,5.5,64.8
2012-05-07,Admiralty,0.2,25.6,27.7,22.6,6.8,63.0
2012-05-08,Admiralty,30.8,29.1,33.1,25.2,6.6,28.8
2012-05-09,Admiralty,4.6,27.2,34.6,22.9,6.2,55.1
2012-05-10,Admiralty,10.2,27.4,34.0,24.4,6.2,38.9
2012-05-11,Admiralty,0.8,27.9,32.1,25.1,4.8,32.4
2012-05-12,Admiralty,4.8,29.0,32.3,26.2,8.4,31.0
2012-05-13,Admiralty,0.2,27.2,29.8,23.3,10.3,62.6
2012-05-14,Admiralty,0.0,29.3,32.6,26.9,9.2,32.8
2012-05-15,Admiralty,2.2,29.2,32.9,26.6,5.3,34.6
2012-05-16,Admiralty,11.0,28.1,31.8,24.1,7.9,58.7
2012-05-17,Admiralty,0.0,26.8,29.6,23.5,6.1,49.0
2012-05-18,Admiralty,0.0,29.1,33.8,26.1,4.8,21.6
2012-05-19,Admiralty,0.0,29.7,34.7,26.6,5.6,28.1
2012-05-20,Admiralty,6.2,28.4,32.4,25.3,6.2,38.9
2012-05-21,Admiralty,2.0,28.3,33.1,25.2,4.7,22.0
2012-05-22,Admiralty,11.2,28.6,33.0,24.5,6.0,38.5
2012-05-23,Admiralty,0.0,27.6,31.2,24.5,8.4,38.9
2012-05-24,Admiralty,2.6,28.8,32.6,26.6,6.0,25.9
